MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL783	Nateglinide	Small molecule	2000	A10BX03	A10BX03 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Other blood glucose lowering drugs, excl. insulins]	-glinide	Sulfonylurea receptor 1, Kir6.2 blocker		Selective	CHEMBL2096972	Sulfonylurea receptor 1, Kir6.2	BLOCKER	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:11716850, URL:http://europepmc.org/abstract/MED/11716850|Name:PubMed, SrcID:10773014, URL:http://europepmc.org/abstract/MED/10773014|Name:PubMed, SrcID:12604678, URL:http://europepmc.org/abstract/MED/12604678|Name:PubMed, SrcID:12196472, URL:http://europepmc.org/abstract/MED/12196472	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O
CHEMBL33986	Butorphanol	Small molecule	1978	N02AF01	N02AF01 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Morphinan derivatives]	-orphan-	Kappa opioid receptor partial agonist			CHEMBL237	Kappa opioid receptor	PARTIAL AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1	Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1
CHEMBL1395	Methyltestosterone	Small molecule	1973	G03EK01; G03BA02	G03EK01 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION: Androgens and female sex hormones in combination with other drugs]; G03BA02 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: ANDROGENS: 3-oxoandrosten (4) derivatives]	-ster-	Androgen Receptor agonist			CHEMBL1871	Androgen Receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a9758bea-b15b-42e5-938c-03e3f042b290, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9758bea-b15b-42e5-938c-03e3f042b290	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL609	Trientine	Small molecule	1985	A16AX12	A16AX12 [ALIMENTARY TRACT AND METABOLISM: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: Various alimentary tract and metabolism products]		Copper chelating agent			CHEMBL2363057	Copper	CHELATING AGENT		METAL			Name:DailyMed, SrcID:archiveid=10753#CP, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10753#CP|Name:ISBN, SrcID:1573317802 PP. 180, URL:http://www.isbnsearch.org/isbn/1573317802	NCCNCCNCCN
CHEMBL1525826	Sulfalene	Small molecule		J01ED02	J01ED02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: SULFONAMIDES AND TRIMETHOPRIM: Long-acting sulfonamides]	sulfa-	Bacterial dihydropteroate synthase inhibitor		Broad spectrum	CHEMBL2364668	Bacterial dihydropteroate synthase	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:Wikipedia, SrcID:Sulfalene, URL:http://en.wikipedia.org/wiki/Sulfalene|Name:PubMed, SrcID:12125519, URL:http://europepmc.org/abstract/MED/12125519|Name:PubMed, SrcID:16997145, URL:http://europepmc.org/abstract/MED/16997145|Name:Wikipedia, SrcID:Sulfonamide_(medicine)#Antimicrobial, URL:http://en.wikipedia.org/wiki/Sulfonamide_(medicine)#Antimicrobial	COc1nccnc1NS(=O)(=O)c2ccc(N)cc2
CHEMBL700	Sulfapyridine	Small molecule	1939	J01EB04	J01EB04 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: SULFONAMIDES AND TRIMETHOPRIM: Short-acting sulfonamides]	sulfa-	Bacterial dihydropteroate synthase inhibitor		Broad spectrum	CHEMBL2364668	Bacterial dihydropteroate synthase	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 625, URL:http://www.isbnsearch.org/isbn/9780702034718	Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2
CHEMBL2219546	Ytterbium Pentetate	Small molecule	1976				Radioactive metals chelating agent			CHEMBL2366037	Radioactive metals	CHELATING AGENT		METAL			Name:DailyMed, SrcID:setid=6052c707-a8a3-43a7-80c2-7ad1ad9391a4#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6052c707-a8a3-43a7-80c2-7ad1ad9391a4#nlm34090-1	
CHEMBL1570	Sulfoxone	Small molecule	1982			-fo-	Dihydropteroate synthase 1 inhibitor			CHEMBL2362993	Dihydropteroate synthase 1	INHIBITOR	Mycobacterium leprae (strain TN)	SINGLE PROTEIN			Name:ISBN, SrcID:0-86577-843-4 PP. 272, URL:http://www.isbnsearch.org/isbn/0865778434|Name:PubMed, SrcID:17134675, URL:http://europepmc.org/abstract/MED/17134675|Name:ISBN, SrcID:0-471-94847-0 PP. 605, URL:http://www.isbnsearch.org/isbn/0471948470|Name:PubMed, SrcID:6753759, URL:http://europepmc.org/abstract/MED/6753759|Name:Wikipedia, SrcID:Sulfone, URL:http://en.wikipedia.org/wiki/Sulfone	OS(=O)CNc1ccc(cc1)S(=O)(=O)c2ccc(NCS(=O)O)cc2
CHEMBL32	Moxifloxacin	Small molecule	1999	J01MA14; S01AE07	J01MA14 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones]; S01AE07 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Fluoroquinolones]	-oxacin	Bacterial DNA gyrase inhibitor			CHEMBL2311224	Bacterial DNA gyrase	INHIBITOR	Bacteria	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=56b4f979-bf20-4908-9d7c-5536221d77f8, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56b4f979-bf20-4908-9d7c-5536221d77f8	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL220492	Topiramate	Small molecule	1996	N03AX11	N03AX11 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Other antiepileptics]		Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1|Name:PubMed, SrcID:10768292, URL:http://europepmc.org/abstract/MED/10768292	CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1
CHEMBL698	Tetracaine	Small molecule	2005	S01HA03; C05AD02; N01BA03; D04AB06	S01HA03 [SENSORY ORGANS: OPHTHALMOLOGICALS: LOCAL ANESTHETICS: Local anesthetics]; C05AD02 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Local anesthetics]; N01BA03 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, LOCAL: Esters of aminobenzoic acid]; D04AB06 [DERMATOLOGICALS: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: Anesthetics for topical use]	-caine	Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:9780702034718 PP. 526-528, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:6319406, URL:http://europepmc.org/abstract/MED/6319406|Name:PubMed, SrcID:8391120, URL:http://europepmc.org/abstract/MED/8391120|Name:PubMed, SrcID:14975698, URL:http://europepmc.org/abstract/MED/14975698	CCCCNc1ccc(cc1)C(=O)OCCN(C)C
CHEMBL1764	Levomepromazine	Small molecule	1982	N05AA02	N05AA02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Phenothiazines with aliphatic side-chain]		D2-like dopamine receptor antagonist			CHEMBL2331075	D2-like dopamine receptor	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:Wikipedia, SrcID:Phenothiazine, URL:http://en.wikipedia.org/wiki/Phenothiazine|Name:Wikipedia, SrcID:Levomepromazine, URL:http://en.wikipedia.org/wiki/Levomepromazine|Name:ISBN, SrcID:0443-059748 PP. 542, URL:http://www.isbnsearch.org/isbn/0443059748	COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
CHEMBL2108074	Pancrelipase	Enzyme	1996	A09AA02	A09AA02 [ALIMENTARY TRACT AND METABOLISM: DIGESTIVES, INCL. ENZYMES: DIGESTIVES, INCL. ENZYMES: Enzyme preparations]	-ase	Starch hydrolytic enzyme			CHEMBL2364180	Starch	HYDROLYTIC ENZYME	Homo sapiens	OLIGOSACCHARIDE			Name:DailyMed, SrcID:setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1	
CHEMBL456237	Lxr-623	Small molecule					LXR-alpha agonist	project terminated in 2007, reason quoted as "unfavorable profile for further development" (http://www.karobio.com/investormedia/pressreleaser/pressrelease?pid=3005162)		CHEMBL2808	LXR-alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19398602, URL:http://europepmc.org/abstract/MED/19398602|Name:PubMed, SrcID:24833295, URL:http://europepmc.org/abstract/MED/24833295	Fc1ccc(cc1)c2c3cccc(c3nn2Cc4ccc(F)cc4Cl)C(F)(F)F
CHEMBL1980297	Ilorasertib	Small molecule				-sertib	SRC inhibitor	Multitargeted kinase inhibitor		CHEMBL2363074	SRC	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:22935731, URL:http://europepmc.org/abstract/MED/22935731	Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13
CHEMBL3545420	Ag-24322	Small molecule					Cyclin-dependent kinase 1 inhibitor			CHEMBL308	Cyclin-dependent kinase 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://cancerres.aacrjournals.org/content/65/9_Supplement/1045.2, URL:http://cancerres.aacrjournals.org/content/65/9_Supplement/1045.2|Name:PubMed, SrcID:18509643, URL:http://europepmc.org/abstract/MED/18509643	CCNCc1cncc(c1C)c2ccc3NN\C(=C\4/N=C5C=C(F)C=C(F)C5=N4)\c3c2
CHEMBL1969664	Azd-1080	Small molecule					Glycogen synthase kinase-3 inhibitor			CHEMBL2095188	Glycogen synthase kinase-3	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:23410232, URL:http://europepmc.org/abstract/MED/23410232	Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N
CHEMBL3545052	Cudc-907	Small molecule					Histone deacetylase inhibitor	Inhibits mainly class I and IIb HDACS (PMID:22693356)		CHEMBL2093865	Histone deacetylase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:22693356, URL:http://europepmc.org/abstract/MED/22693356|Name:Other, SrcID:http://www.curis.com/pipeline/cudc-907, URL:http://www.curis.com/pipeline/cudc-907	
CHEMBL3545053	Emd-1204831	Small molecule					Hepatocyte growth factor receptor inhibitor			CHEMBL3717	Hepatocyte growth factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:25110867, URL:http://europepmc.org/abstract/MED/25110867|Name:PubMed, SrcID:23553846, URL:http://europepmc.org/abstract/MED/23553846	
CHEMBL2106468	Tricetamide	Small molecule					Tyrosine-protein kinase JAK1 inhibitor	Prodrug of R-507		CHEMBL2835	Tyrosine-protein kinase JAK1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22971540, URL:http://europepmc.org/abstract/MED/22971540|Name:PubMed, SrcID:24671708, URL:http://europepmc.org/abstract/MED/24671708	CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
CHEMBL1090173	Sd-0006	Small molecule					MAP kinase p38 alpha inhibitor			CHEMBL260	MAP kinase p38 alpha	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19590255, URL:http://europepmc.org/abstract/MED/19590255|Name:PubMed, SrcID:20227876, URL:http://europepmc.org/abstract/MED/20227876	OCC(=O)N1CCC(CC1)c2n[nH]c(c3ccc(Cl)cc3)c2c4ccncn4
CHEMBL482767	Sns-314	Small molecule					Serine/threonine-protein kinase Aurora inhibitor	Pan-Aurora kinase inhibitor		CHEMBL3430911	Serine/threonine-protein kinase Aurora	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:26345296, URL:http://europepmc.org/abstract/MED/26345296|Name:PubMed, SrcID:19649632, URL:http://europepmc.org/abstract/MED/19649632	OC(=Nc1cccc(Cl)c1)Nc2ncc(CCN=C3NC=Nc4ccsc34)s2
CHEMBL2180604	Tak-593	Small molecule					Vascular endothelial growth factor receptor inhibitor			CHEMBL2095227	Vascular endothelial growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:23498918, URL:http://europepmc.org/abstract/MED/23498918	Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
CHEMBL3545211	Sr16234	Small molecule					Estrogen receptor alpha antagonist			CHEMBL206	Estrogen receptor alpha	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.sri.com/newsroom/press-releases/sri-nobelpharma-partner-endometriosis-drug-development, URL:http://www.sri.com/newsroom/press-releases/sri-nobelpharma-partner-endometriosis-drug-development|Name:PubMed, SrcID:15671561, URL:http://europepmc.org/abstract/MED/15671561	CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4[C@H](C)Cc5cc(O)ccc5C4CC[C@]23C)c(OC)c1
CHEMBL1950289	Tanzisertib	Small molecule				-sertib	c-Jun N-terminal kinase 3 inhibitor			CHEMBL2637	c-Jun N-terminal kinase 3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22244937, URL:http://europepmc.org/abstract/MED/22244937	O[C@@H]1CC[C@H](CC1)Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]5CCOC5)c3n2
CHEMBL1230165	Silmitasertib	Small molecule				-sertib	Casein kinase II alpha inhibitor			CHEMBL3629	Casein kinase II alpha	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21159648, URL:http://europepmc.org/abstract/MED/21159648	OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24
CHEMBL3545218	Voruciclib	Small molecule				-ciclib	Cyclin-dependent kinase 4 inhibitor	Also thought to inhibit CDK1, CDK6 and CDK9 (http://www.bloodjournal.org/content/122/21/1636?sso-checked=true)		CHEMBL331	Cyclin-dependent kinase 4	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=618682, URL:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=618682|Name:DOI, SrcID:10.1158/1538-7445.AM2012-3054, URL:http://cancerres.aacrjournals.org/content/72/8_Supplement/3054|Name:Other, SrcID:http://meeting.ascopubs.org/cgi/content/short/33/15_suppl/9076?rss=1, URL:http://meeting.ascopubs.org/cgi/content/short/33/15_suppl/9076?rss=1	
CHEMBL3545026	Famitinib	Small molecule				-tinib	Platelet-derived growth factor receptor inhibitor	Multi-targeted receptor tyrosine kinase inhibitor		CHEMBL2095189	Platelet-derived growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:DOI, SrcID:10.1158/1538-7445.AM2011-3604, URL:http://cancerres.aacrjournals.org/content/71/8_Supplement/3604|Name:ClinicalTrials, SrcID:NCT02390947, URL:https://www.clinicaltrials.gov/ct2/show/NCT02390947|Name:PubMed, SrcID:24043137, URL:http://europepmc.org/abstract/MED/24043137	
CHEMBL1215661	Pruvanserin	Small molecule				-anserin	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12892843, URL:http://europepmc.org/abstract/MED/12892843	Fc1ccc(CCN2CCN(CC2)C(=O)c3cccc4c(c[nH]c34)C#N)cc1
CHEMBL3545347	Txa127	Protein					Proto-oncogene Mas agonist	A pharmaceutical grade formulation of endogenous ligand		CHEMBL3559701	Proto-oncogene Mas	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12829792, URL:http://europepmc.org/abstract/MED/12829792	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N3CCC[C@H]3C(=O)O
CHEMBL2035874	Eprotirome	Small molecule				-tirome	Thyroid hormone receptor beta-1 agonist	Development discontinued in 2012 due to cartilage damage seen in animal study (http://www.karobio.com/investormedia/pressreleaser/pressrelease?pid=6395352)		CHEMBL1947	Thyroid hormone receptor beta-1	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22784847, URL:http://europepmc.org/abstract/MED/22784847|Name:PubMed, SrcID:23776891, URL:http://europepmc.org/abstract/MED/23776891	CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O
CHEMBL290352	Cep-1347	Small molecule					Mitogen-activated protein kinase kinase kinase 9 inhibitor	CEP-1347 inhibits c-Jun N-terminal kinase signaling pathway by inhibition of mixed lineage kinases (MLKs), upstreams and known activators of JNK signaling.		CHEMBL2872	Mitogen-activated protein kinase kinase kinase 9	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15023353, URL:http://europepmc.org/abstract/MED/15023353|Name:PubMed, SrcID:11325962, URL:http://europepmc.org/abstract/MED/11325962|Name:PubMed, SrcID:18714982, URL:http://europepmc.org/abstract/MED/18714982	CCSCc1ccc2c(c1)c3c4CNC(=O)c4c5c6cc(CSCC)ccc6n7[C@H]8C[C@](O)(C(=O)OC)[C@](C)(O8)n2c3c57
CHEMBL1366933	Esmirtazapine	Small molecule				-pin(e)	Serotonin 2a (5-HT2a) receptor antagonist	Discontinued(strategic reasons)		CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21246188, URL:http://europepmc.org/abstract/MED/21246188|Name:PubMed, SrcID:26047892, URL:http://europepmc.org/abstract/MED/26047892	CN1CCN2[C@H](C1)c3ccccc3Cc4cccnc24
CHEMBL462605	Tiprolisant	Small molecule		N07XX11	N07XX11 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: OTHER NERVOUS SYSTEM DRUGS: Other nervous system drugs]	-isant	Histamine H3 receptor inverse agonist			CHEMBL264	Histamine H3 receptor	INVERSE AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21615387, URL:http://europepmc.org/abstract/MED/21615387|Name:PubMed, SrcID:17005916, URL:http://europepmc.org/abstract/MED/17005916	Clc1ccc(CCCOCCCN2CCCCC2)cc1
CHEMBL1743023	Fulranumab	Antibody				-mab	Beta-nerve growth factor inhibitor	Potent anti-IL-1ß neutralizing antibody, binds to a unique IL-1ß epitope that is proximal to, but does not overlap with the receptor/ligand interface.		CHEMBL1649058	Beta-nerve growth factor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23748114, URL:http://europepmc.org/abstract/MED/23748114	
CHEMBL2108442	Mitumomab	Antibody				-mab	Ganglioside GD3 other	Mitumomab is an anti-idiotypic antibody that mimics GD3, a ganglioside that is expressed on the surface of tumor cells and is of neuroectodermal origin. Induce antibodies against GD3 ganglioside.		CHEMBL3580507	Ganglioside GD3	OTHER	Homo sapiens	LIPID			Name:PubMed, SrcID:16192577, URL:http://europepmc.org/abstract/MED/16192577|Name:PubMed, SrcID:2056117, URL:http://europepmc.org/abstract/MED/2056117	
CHEMBL325424	Aleplasinin	Small molecule				-plasinin	Plasminogen activator inhibitor-1 inhibitor			CHEMBL3475	Plasminogen activator inhibitor-1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22110351, URL:http://europepmc.org/abstract/MED/22110351	Cc1cccc(c1)c2ccc3c(c2)c(cn3Cc4ccc(cc4)C(C)(C)C)C(=O)C(=O)O
CHEMBL3544988	Daprodustat	Small molecule				-stat	HIF-prolyl hydroxylase inhibitor			CHEMBL3831261	Hypoxia-inducible factor prolyl hydroxylase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:27978511, URL:http://europepmc.org/abstract/MED/27978511	OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C3CCCCC3)C1=O
CHEMBL2108583	Cintredekin Besudotox	Protein				-kin	Interleukin-13 receptor subunit alpha-2 binding agent	Cytotoxic. Targets and kills tumor cells that express the IL13 receptor (IL13R).		CHEMBL3713941	Interleukin-13 receptor subunit alpha-2	BINDING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:8639793, URL:http://europepmc.org/abstract/MED/8639793	
CHEMBL2109410	Tb-402	Antibody					Coagulation factor VIII inhibitor	Partially inhibits Factor VIII activity (FVIII:C). Inhibits 40% to 70% of FVIII:C in in vitro in the presence of excess antibody.		CHEMBL3143	Coagulation factor VIII	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20637972, URL:http://europepmc.org/abstract/MED/20637972	
CHEMBL2109467	Amg-714	Antibody					Interleukin-15 inhibitor	Neutralizes IL-15 biologic activity.		CHEMBL3712954	Interleukin-15	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14617758, URL:http://europepmc.org/abstract/MED/14617758	
CHEMBL3707280	Cg250 111in	Antibody					Carbonic anhydrase IX binding agent	cG250 can be internalized by G250 antigen-expressing renal cell carcinoma (RCC) cells.		CHEMBL3594	Carbonic anhydrase IX	BINDING AGENT	Homo sapiens	SINGLE PROTEIN				
CHEMBL17	Dichlorphenamide	Small molecule	1958	S01EC02	S01EC02 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIGLAUCOMA PREPARATIONS AND MIOTICS: Carbonic anhydrase inhibitors]		Carbonic anhydrase I inhibitor			CHEMBL261	Carbonic anhydrase I	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18336310, URL:http://europepmc.org/abstract/MED/18336310	NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N
CHEMBL1482	Bethanechol	Small molecule	1948	N07AB02	N07AB02 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: PARASYMPATHOMIMETICS: Choline esters]		Muscarinic acetylcholine receptor M3 agonist	Indicated for urinary retention, M3 likely responsible		CHEMBL245	Muscarinic acetylcholine receptor M3	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:982732, URL:http://europepmc.org/abstract/MED/982732|Name:PubMed, SrcID:16465186, URL:http://europepmc.org/abstract/MED/16465186|Name:ISBN, SrcID:9780702034718 PP. 157, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:Wikipedia, SrcID:Bethanechol, URL:http://en.wikipedia.org/wiki/Bethanechol	CC(C[N+](C)(C)C)OC(=O)N
CHEMBL1200604	Tropicamide	Small molecule	1960	S01FA56; S01FA06	S01FA56 [SENSORY ORGANS: OPHTHALMOLOGICALS: MYDRIATICS AND CYCLOPLEGICS: Anticholinergics]; S01FA06 [SENSORY ORGANS: OPHTHALMOLOGICALS: MYDRIATICS AND CYCLOPLEGICS: Anticholinergics]	trop-	Muscarinic acetylcholine receptor M3 antagonist	Indicated for mydriasis, M3 likely involved (main form in iris)		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, 160, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:1111414, URL:http://europepmc.org/abstract/MED/1111414|Name:PubMed, SrcID:17579880, URL:http://europepmc.org/abstract/MED/17579880	CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2
CHEMBL550	Pilocarpine	Small molecule	1974	S01EB51; S01EB01; N07AX01	S01EB51 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIGLAUCOMA PREPARATIONS AND MIOTICS: Parasympathomimetics]; S01EB01 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIGLAUCOMA PREPARATIONS AND MIOTICS: Parasympathomimetics]; N07AX01 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: PARASYMPATHOMIMETICS: Other parasympathomimetics]	-pin(e)	Muscarinic acetylcholine receptor M3 agonist	Indicated for miosis, M3 likely involved (main form in iris)		CHEMBL245	Muscarinic acetylcholine receptor M3	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23662958, URL:http://europepmc.org/abstract/MED/23662958|Name:PubMed, SrcID:11726216, URL:http://europepmc.org/abstract/MED/11726216|Name:PubMed, SrcID:970853, URL:http://europepmc.org/abstract/MED/970853|Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:Wikipedia, SrcID:Pilocarpine, URL:http://en.wikipedia.org/wiki/Pilocarpine	CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
CHEMBL1165	Moexipril	Small molecule	1995	C09AA13	C09AA13 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ACE INHIBITORS, PLAIN: ACE inhibitors, plain]	-pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d18108f5-98ca-1220-d145-bcf4e71ceaee, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d18108f5-98ca-1220-d145-bcf4e71ceaee	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(=O)O
